DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-05-13:01:08.219;TwistZ_;6.795969;1;10;243;251;251;243;263;404;711;823;0;410;0;0;0;0;0;0;18;17;16;21;12;16;18;19;0;13;0;0;0;0;0;0;100;100;63;100;81;100;100;72;0;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:01:08.459;TwistS_;6.795969;1;10;292;333;502;320;263;307;307;740;695;727;0;0;0;0;0;0;19;13;16;15;16;12;11;13;17;20;0;0;0;0;0;0;81;90;81;90;60;18;18;63;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:01:08.715;TwistZ_;6.795969;1;10;401;291;244;307;263;276;426;389;445;703;0;0;0;0;0;0;19;20;15;20;15;19;14;15;13;12;0;0;0;0;0;0;72;100;81;81;36;90;63;63;63;45;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:01:08.955;TwistS_;6.795969;1;10;269;303;280;239;252;0;0;785;307;295;0;0;0;0;0;0;18;15;14;16;12;0;0;15;14;13;0;0;0;0;0;0;72;100;72;100;40;0;0;72;36;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:01:09.205;TwistZ_;6.800608;1;10;399;283;290;351;238;498;274;307;0;234;0;0;0;0;0;0;17;13;11;14;15;12;14;11;0;15;0;0;0;0;0;0;100;81;90;54;63;90;36;18;0;27;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:01:09.452;TwistS_;6.800608;1;10;278;307;478;297;241;0;0;739;747;747;0;0;0;0;0;0;11;14;13;18;14;0;0;21;22;20;0;0;0;0;0;0;81;63;81;81;18;0;0;100;100;63;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:01:09.700;TwistZ_;6.800608;1;10;263;241;292;544;799;791;791;351;219;457;0;0;0;0;0;0;18;14;15;15;13;20;16;17;15;12;0;0;0;0;0;0;54;72;54;90;100;100;63;9;9;45;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:01:09.940;TwistS_;6.800608;1;10;325;288;395;606;316;285;395;239;527;461;0;0;0;0;0;0;15;17;16;14;14;15;14;21;11;14;0;0;0;0;0;0;90;81;100;45;45;40;72;81;18;18;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:01:10.188;TwistZ_;6.804065;1;10;471;357;299;355;0;285;339;290;263;351;0;0;0;0;0;0;16;12;19;16;0;16;15;14;17;14;0;0;0;0;0;0;100;72;100;100;0;40;63;45;9;45;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:01:10.436;TwistS_;6.804065;1;10;375;271;287;291;249;263;307;311;622;358;0;0;0;0;0;0;14;18;15;16;19;15;10;13;14;12;0;0;0;0;0;0;81;100;100;100;54;100;9;100;54;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
